date,solver,status,runtime_seconds,initial_energy_kwh,final_energy_kwh,terminal_value_rates_yuan_per_kwh,terminal_value_breakpoints_kwh,terminal_uncertainty_reserve_kwh,terminal_value_credit_yuan,planned_purchase_cost_yuan,expected_emergency_cost_yuan,expected_total_cost_yuan,optimization_objective_yuan,planned_purchase_energy_kwh,expected_emergency_energy_kwh,expected_planned_grid_used_energy_kwh,expected_unused_planned_grid_energy_kwh,charge_energy_kwh,discharge_energy_kwh,expected_spill_energy_kwh,minimum_energy_kwh,maximum_energy_kwh,maximum_power_balance_residual_kw,maximum_soc_residual_kwh,planned_final_energy_kwh,actual_initial_energy_kwh,actual_final_energy_kwh,realized_emergency_energy_kwh,realized_emergency_cost_yuan,realized_total_cost_yuan,realized_planned_grid_used_energy_kwh,realized_unused_planned_grid_energy_kwh,realized_pv_spill_energy_kwh,actual_charge_energy_kwh,actual_discharge_energy_kwh,battery_clipping_energy_kwh,battery_clipping_intervals
2025-07-14,PuLP HiGHS,Optimal,3.3086594,8664.049733,8471.414912,1.124955|0.726615|0.384264,6142.829824|8471.414912|10800,6142.829824,7252.445979,53814.42704,4829.265683,58643.69273,51391.24675,85542.15625,1255.725718,80860.10022,4682.056035,21621.49868,17686.78527,3028.338057,1200,10800,0,4.547473509e-13,8471.414912,8664.049733,8471.414912,348.261221,1704.147845,55518.57489,76622.39318,8919.763071,1928.510999,17935.97646,14701.51227,6670.795222,38
2025-07-15,PuLP HiGHS,Optimal,4.3500193,8471.414912,7786.703692,1.124955|0.726615|0.384264,4773.407384|7786.703692|10800,4773.407384,6209.428801,53140.65112,4749.921569,57890.57269,51681.14389,84138.61363,1233.937127,79906.59058,4232.023049,21647.07497,18150.37083,3103.194888,1200,10800,9.094947018e-13,9.094947018e-13,7786.703692,8471.414912,7786.703692,1135.959036,3298.541309,56439.19243,75998.4074,8140.206223,1572.686865,18046.67943,15234.05043,6516.715941,35
2025-07-16,PuLP HiGHS,Optimal,3.655723,7786.703692,8588.34909,1.124955|0.726615|0.384264,6376.69818|8588.34909|10800,6376.69818,7430.571227,54877.67534,5103.056544,59980.73188,52550.16066,87328.92625,1302.66509,82185.95015,5142.976099,23061.33961,17958.20423,3188.331479,1200,10800,9.094947018e-13,9.094947018e-13,8588.34909,7786.703692,8588.34909,609.8007534,2257.918075,57135.59342,78593.53866,8735.387584,2684.034371,19280.32002,14895.57836,6843.645453,41
2025-07-17,PuLP HiGHS,Optimal,3.893912,8588.34909,8215.113982,1.124955|0.726615|0.384264,5630.227965|8215.113982|10800,5630.227965,6862.024054,53358.29325,5598.49796,58956.79121,52094.76716,84612.03646,1485.434607,79783.58102,4828.455442,21901.8183,18076.38442,3518.853312,1200,10800,5.684341886e-13,2.273736754e-13,8215.113982,8588.34909,8215.113982,1065.20708,4100.989914,57459.28317,77135.1479,7476.888562,1960.549437,20291.05826,16771.66879,2915.475668,32
2025-07-18,PuLP HiGHS,Optimal,2.790185,8215.113982,7824.24622,1.124955|0.726615|0.384264,4751.337315|7775.668658|10800,4751.337315,6192.619188,25999.83839,1960.67436,27960.51275,21767.89357,43873.18193,516.9506016,41318.15658,2555.025349,18701.59144,15543.78986,11684.50268,1200,10800,4.547473509e-13,9.094947018e-13,7775.668658,8215.113982,7824.24622,339.2455407,1492.090006,27491.9284,40884.9152,2988.266736,7014.630883,17300.33021,14365.04846,2580.002618,24
2025-07-19,PuLP HiGHS,Optimal,3.3258082,7824.24622,7787.828452,1.124955|0.726615|0.384264,4775.656904|7787.828452|10800,4775.656904,6211.142142,26401.70995,2774.684228,29176.39418,22965.25203,44659.42058,721.2217888,41954.74264,2704.677942,17986.47606,14601.8216,11418.83825,1200,10800,4.547473509e-13,1.818989404e-12,7787.828452,7824.24622,7787.828452,402.2066329,1427.906144,27829.61609,42043.94413,2615.476452,12083.79865,16906.88976,13727.35669,1954.051208,21
2025-07-20,PuLP HiGHS,Optimal,3.1752164,7787.828452,7571.546284,1.124955|0.726615|0.384264,4343.092569|7571.546284|10800,4343.092569,5881.680597,51312.69126,3522.374746,54835.06601,48953.38541,81203.54984,923.7085994,77231.80757,3971.742268,21319.44407,17463.40365,3155.524439,1200,10800,9.094947018e-13,4.547473509e-13,7571.546284,7787.828452,7571.546284,1136.145403,3508.490958,54821.18222,76123.29512,5080.254714,1685.496888,19361.15459,15877.18917,3544.50395,34
2025-07-21,PuLP HiGHS,Optimal,2.6179391,7571.546284,8274.567152,1.124955|0.726615|0.384264,5749.134303|8274.567152|10800,5749.134303,6952.588769,54319.99514,5269.563877,59589.55901,52636.97024,86237.49136,1381.340183,81651.22936,4586.261997,22953.96578,17959.9935,3264.827538,1200,10800,4.547473509e-13,2.273736754e-13,8274.567152,7571.546284,8274.567152,553.3793323,1969.817223,56289.81236,79671.43807,6566.053285,1620.925814,20954.86033,16340.71809,3618.380857,35
2025-07-22,PuLP HiGHS,Optimal,3.36708,8274.567152,7712.570106,1.124955|0.726615|0.384264,4625.140211|7712.570106|10800,4625.140211,6096.501479,52536.25033,4638.337045,57174.58738,51078.0859,83450.2818,1202.618755,78887.58513,4562.69667,21668.65149,18057.40505,3341.218112,1200,10800,9.094947018e-13,2.273736754e-13,7712.570106,8274.567152,7712.570106,1057.933067,3660.938479,56197.18881,76437.11355,7013.168246,467.38168,19675.35612,16442.8358,3607.864627,30
2025-07-23,PuLP HiGHS,Optimal,3.5634414,7712.570106,7837.442034,1.124955|0.726615|0.384264,4874.884069|7837.442034|10800,4874.884069,6286.718264,53268.49097,4344.427506,57612.91847,51326.20021,84783.77765,1110.883484,80331.43343,4452.344212,22116.61104,17802.07021,3188.629482,1200,10800,9.094947018e-13,9.094947018e-13,7837.442034,7712.570106,7837.442034,881.0987963,3426.087347,56694.57831,79353.55826,5430.21939,1950.407167,20817.46333,16749.76056,2351.457356,27
2025-07-24,PuLP HiGHS,Optimal,3.1839311,7837.442034,8411.66489,1.124955|0.726615|0.384264,6023.329779|8411.66489|10800,6023.329779,7161.429068,53709.39725,4628.289363,58337.68661,51176.25755,85555.9411,1200.640094,80804.06539,4751.87571,23213.6938,18286.2914,3098.713465,1200,10800,9.094947018e-13,9.094947018e-13,8411.66489,7837.442034,8411.66489,1023.471929,4116.033437,57825.43069,78031.28036,7524.66075,1125.90668,19976.70018,15664.32658,5858.958441,37
2025-07-25,PuLP HiGHS,Optimal,3.3651219,8411.66489,8778.722589,1.124955|0.726615|0.384264,6684.667201|8742.333601|10800,6684.667201,7665.135062,27341.15862,3641.351415,30982.51004,23317.37497,45949.11927,1009.891817,42382.01037,3567.108895,19048.44501,15131.63862,10345.51149,1200,10800,3.410605132e-13,1.818989404e-12,8742.333601,8411.66489,8778.722589,158.2350071,553.4372363,27894.59586,41520.50628,4428.612986,11381.71169,18217.67425,14425.96421,1536.445172,22
2025-07-26,PuLP HiGHS,Optimal,3.4427605,8778.722589,8309.224472,1.124955|0.726615|0.384264,5632.307268|8216.153634|10800,5632.307268,6863.60775,26671.41317,2935.907406,29607.32058,22743.71283,44668.70464,786.2901524,41909.08062,2759.624013,18731.32688,15678.68683,10862.02255,1200,10800,9.094947018e-13,9.094947018e-13,8216.153634,8778.722589,8309.224472,340.1066867,953.6951131,27625.10829,40770.26338,3898.441257,9668.006887,17872.73641,14899.4648,1637.812493,22
2025-07-27,PuLP HiGHS,Optimal,2.8338529,8309.224472,7711.566582,1.124955|0.726615|0.384264,4623.133163|7711.566582|10800,4623.133163,6094.972816,52142.55925,4875.92385,57018.4831,50923.51029,82831.25708,1265.137183,78400.08215,4431.174929,21496.4353,17950.00469,3287.64728,1200,10800,4.547473509e-13,9.094947018e-13,7711.566582,8309.224472,7711.566582,1393.144024,5688.673588,57831.23284,76943.58701,5887.670071,1248.432273,20742.11083,17339.00188,1365.327287,20
2025-07-28,PuLP HiGHS,Optimal,4.9627311,7711.566582,7754.281725,1.124955|0.726615|0.384264,4708.563451|7754.281725|10800,4708.563451,6160.040581,52336.29814,3675.748343,56012.04648,49852.0059,83329.94774,977.0031949,78948.2144,4381.733336,22444.81544,18141.85688,3018.476774,1200,10800,9.094947018e-13,9.094947018e-13,7754.281725,7711.566582,7754.281725,2617.438593,9559.116678,61895.41482,79700.42174,3629.525992,202.4258514,21695.33486,17534.77761,1356.559858,20
2025-07-29,PuLP HiGHS,Optimal,4.7492264,7754.281725,8165.74207,1.124955|0.726615|0.384264,5531.48414|8165.74207|10800,5531.48414,6786.816066,53956.1437,5263.752968,59219.89667,52433.0806,85837.07846,1367.74624,81304.11218,4532.966281,22715.91167,18029.57415,2961.436664,1200,10800,4.547473509e-13,9.094947018e-13,8165.74207,7754.281725,8165.74207,1647.659865,5314.567911,59270.71161,79138.41898,6698.65948,397.3654667,20785.0164,16465.54898,3494.920444,32
2025-07-30,PuLP HiGHS,Optimal,3.2516544,8165.74207,9260.7822,1.124955|0.726615|0.384264,7721.5644|9260.7822|10800,7721.5644,8454.885221,55845.49542,5618.564994,61464.06042,53009.1752,88875.91278,1507.153287,83573.58674,5302.326039,23756.17978,18256.9695,2887.428244,1200,10800,1.136868377e-12,1.818989404e-12,9260.7822,8165.74207,9260.7822,385.8049266,1458.823873,57304.3193,80697.82451,8178.088277,1925.366477,21418.27783,16363.26893,4231.602526,32
2025-07-31,PuLP HiGHS,Optimal,3.4718209,9260.7822,7759.205473,1.124955|0.726615|0.384264,4718.410946|7759.205473|10800,4718.410946,6167.540901,52614.43654,4078.948914,56693.38545,50525.84455,83378.45526,1096.494178,78759.43177,4619.023498,20442.01308,17909.44965,2912.386265,1200,10800,4.547473509e-13,9.094947018e-13,7759.205473,9260.7822,7759.205473,916.5673614,3844.140843,56458.57738,76808.48263,6569.972636,832.9551167,18676.40874,16479.31013,3195.743851,31
2025-08-01,PuLP HiGHS,Optimal,3.4806249,7759.205473,8797.662603,1.124955|0.726615|0.384264,6630.919696|8715.459848|10800,6630.919696,7624.198409,27127.88168,2939.189031,30067.07071,22442.8723,45897.57879,812.712114,42815.15617,3082.422621,19017.17761,14543.28493,9897.86923,1200,10800,0,1.818989404e-12,8715.459848,7759.205473,8797.662603,220.9045719,530.8521119,27658.73379,42018.51975,3879.059038,16751.57964,17378.28211,13141.79709,3040.383341,25
2025-08-02,PuLP HiGHS,Optimal,3.105701,8797.662603,7732.969879,1.124955|0.726615|0.384264,4665.939758|7732.969879|10800,4665.939758,6127.576352,25360.46763,2450.314444,27810.78207,21683.20572,42744.02821,635.0930379,40156.6925,2587.335707,17925.52209,15477.89634,9832.055761,1200,10800,2.273736754e-13,1.818989404e-12,7732.969879,8797.662603,7732.969879,257.9780591,964.712549,26325.18018,39042.07031,3701.957901,16113.39838,16936.04478,14676.41972,1790.953935,20
2025-08-03,PuLP HiGHS,Optimal,4.7419235,7732.969879,8325.447398,1.124955|0.726615|0.384264,5850.894796|8325.447398|10800,5850.894796,7030.094394,53070.66012,5475.893256,58546.55337,51516.45898,84727.47676,1441.836753,80009.3478,4718.128959,22851.69771,17976.64538,3188.739982,1200,10800,4.547473509e-13,2.273736754e-13,8325.447398,7732.969879,8325.447398,224.5959703,842.6322275,53913.29235,73732.91815,10994.55861,7125.19392,18208.47607,14215.63585,8404.231172,39
2025-08-04,PuLP HiGHS,Optimal,3.5679034,8325.447398,8336.611774,1.124955|0.726615|0.384264,5873.223548|8336.611774|10800,5873.223548,7047.101032,51692.15538,4685.212044,56377.36742,49330.26639,82536.82256,1255.977772,78103.74481,4433.077747,22119.76891,17906.96488,3337.145018,1200,10800,5.684341886e-13,2.273736754e-13,8336.611774,8325.447398,8336.611774,375.9391567,1282.654881,52974.81026,73362.13738,9174.685176,4846.363603,18242.15743,14766.09958,7018.476783,43
2025-08-05,PuLP HiGHS,Optimal,3.7836333,8336.611774,8766.838459,1.124955|0.726615|0.384264,6733.676917|8766.838459|10800,6733.676917,7702.46319,51928.28895,5588.837044,57517.126,49814.66281,82697.54769,1483.205908,77492.11944,5205.428243,22497.70229,17835.93483,3615.291261,1200,10800,1.136868377e-12,2.273736754e-13,8766.838459,8336.611774,8766.838459,172.8097378,625.7154176,52554.00437,73565.08141,9132.466279,4558.737439,19155.99977,15129.1558,6048.481547,40
2025-08-06,PuLP HiGHS,Optimal,3.043969,8766.838459,10594.90664,1.124955|0.726615|0.384264,10389.81328|10594.90664|10800,10389.81328,10487.15031,53043.89182,5354.503837,58398.39566,47911.24535,84793.68938,1448.386698,79035.53206,5758.157325,23870.36021,17689.73041,4068.462127,1200,10800,2.273736754e-13,4.547473509e-13,10594.90664,8766.838459,10594.90664,553.8629436,2055.766891,55099.65871,76549.90909,8243.780291,3355.566315,20992.34257,15358.53612,5209.211935,34
2025-08-07,PuLP HiGHS,Optimal,3.6643421,10594.90664,7749.847142,1.124955|0.726615|0.384264,4699.694283|7749.847142|10800,4699.694283,6153.285402,47496.69773,3843.138585,51339.83632,45186.55091,73973.52944,1034.659531,70054.51174,3919.017703,17167.52495,16466.24876,4444.316773,1200,10800,4.547473509e-13,9.094947018e-13,7749.847142,10594.90664,7749.847142,715.7598067,2138.620045,49635.31778,68081.69175,5891.837694,5018.627653,15533.64315,15142.8045,2957.326052,28
2025-08-08,PuLP HiGHS,Optimal,3.9425138,7749.847142,8031.597099,1.124955|0.726615|0.384264,5263.194198|8031.597099|10800,5263.194198,6582.473703,25981.59913,3300.118732,29281.71787,22699.24416,44010.5107,864.9978615,41034.54,2975.970702,19708.24486,15710.10338,17048.5166,1200,10800,3.410605132e-13,1.818989404e-12,8031.597099,7749.847142,8031.597099,243.3393281,932.8737452,26914.47288,39417.02124,4593.489457,20224.63073,17931.4928,14270.9342,3215.921236,22
2025-08-09,PuLP HiGHS,Optimal,4.0331687,8031.597099,8198.842056,1.124955|0.726615|0.384264,5518.634648|8159.317324|10800,5518.634648,6777.029283,25190.78847,2843.521985,28034.31045,21257.28117,42714.32173,753.6362306,39977.62637,2736.695365,21819.53646,17558.87633,16920.80258,1200,10800,4.547473509e-13,9.094947018e-13,8159.317324,8031.597099,8198.842056,419.8976014,1449.265101,26640.05357,39596.12096,3118.200773,17524.39077,17995.67542,14425.97663,6956.76075,26
2025-08-10,PuLP HiGHS,Optimal,3.8602774,8198.842056,8318.797553,1.124955|0.726615|0.384264,5837.595106|8318.797553|10800,5837.595106,7019.964718,49629.34766,4140.010119,53769.35778,46749.39306,78167.41399,1096.043112,73716.83236,4450.581634,20533.24357,16523.96735,4873.117511,1200,10800,9.094947018e-13,1.818989404e-12,8318.797553,8198.842056,8318.797553,328.7601663,1033.387866,50662.73553,71978.97493,6188.43906,3437.637054,18197.46868,14631.98968,4227.752555,36
2025-08-11,PuLP HiGHS,Optimal,3.7452085,8318.797553,7727.047655,1.124955|0.726615|0.384264,4654.09531|7727.047655|10800,4654.09531,6118.555058,47863.96709,3198.977368,51062.94445,44944.3894,75685.10653,876.455685,71833.49951,3851.607012,19334.09181,16193.18927,4143.33163,1200,10800,9.094947018e-13,9.094947018e-13,7727.047655,8318.797553,7727.047655,883.0030645,3635.057557,51499.02464,71049.02784,4636.078687,4433.765014,18260.98666,15323.9741,1942.320314,26
2025-08-12,PuLP HiGHS,Optimal,4.8392075,7727.047655,7849.282352,1.124955|0.726615|0.384264,4898.564704|7849.282352|10800,4898.564704,6304.754561,47633.45037,3889.42894,51522.87931,45218.12475,75741.2399,1060.39287,71708.32233,4032.91757,20462.85755,16464.90339,4936.387557,1200,10800,4.547473509e-13,9.094947018e-13,7849.282352,7727.047655,7849.282352,1591.314172,6612.86795,54246.31832,72038.83654,3702.403364,2297.79676,18219.99512,14648.18482,4059.581009,32
2025-08-13,PuLP HiGHS,Optimal,3.483711,7849.282352,7715.15905,1.124955|0.726615|0.384264,4630.3181|7715.15905|10800,4630.3181,6100.445205,47629.47486,3359.765036,50989.23989,44888.79469,75612.43093,896.0545893,71679.3929,3933.038034,20075.612,16381.9567,4223.529105,1200,10800,4.547473509e-13,9.094947018e-13,7715.15905,7849.282352,7715.15905,966.9341957,3323.820565,50953.29542,70501.66866,5110.762272,2021.709176,18140.13265,14814.21841,3503.21764,32
2025-08-14,PuLP HiGHS,Optimal,5.8550293,7715.15905,8414.251051,1.124955|0.726615|0.384264,6028.502103|8414.251051|10800,6028.502103,7165.368555,48633.27255,4269.000599,52902.27315,45736.9046,77414.7391,1121.95937,72929.84335,4484.895749,21128.57752,16484.96499,4140.851387,1200,10800,9.094947018e-13,1.818989404e-12,8414.251051,7715.15905,8414.251051,1028.424289,4976.129495,53609.40205,72711.14364,4703.59546,3298.005695,20453.0971,15937.82585,1222.619557,22
2025-08-15,PuLP HiGHS,Optimal,2.5903475,8414.251051,7919.459702,1.124955|0.726615|0.384264,4816.077986|7808.038993|10800,4816.077986,6241.928758,24575.55764,2684.291421,27259.84906,21017.9203,41623.73739,711.1080647,38881.83217,2741.905226,18369.94597,15425.24709,17317.29404,1200,10800,5.911715562e-12,1.818989404e-12,7808.038993,8414.251051,7919.459702,445.6032127,1391.977603,25967.53524,38954.95755,2668.779846,19313.20782,17752.30669,14824.68064,1218.205722,11
2025-08-16,PuLP HiGHS,Optimal,3.6736134,7919.459702,7888.462268,1.124955|0.726615|0.384264,4943.478282|7871.739141|10800,4943.478282,6338.962875,24586.54689,1910.658197,26497.20509,20158.24221,41923.33393,492.6716165,39370.93685,2552.397086,20918.93797,16987.28826,17570.28558,1200,10800,2.046363079e-12,9.094947018e-13,7871.739141,7919.459702,7888.462268,427.2425336,1676.215091,26262.76198,39364.43327,2558.900662,19529.7412,17687.11539,14354.46115,5864.649697,28
2025-08-17,PuLP HiGHS,Optimal,4.2348443,7888.462268,7831.990099,1.124955|0.726615|0.384264,4863.980198|7831.990099|10800,4863.980198,6278.413358,47622.16493,3776.633639,51398.79857,45120.38521,75299.58022,1042.335317,71392.07667,3907.50355,19768.10603,16062.99083,4188.186387,1200,10800,1.136868377e-12,2.273736754e-13,7831.990099,7888.462268,7831.990099,789.3361923,3262.348153,50884.51308,70860.59727,4438.982955,5012.575335,18540.99715,15069.03264,2221.067073,27
2025-08-18,PuLP HiGHS,Optimal,3.2884607,7831.990099,7745.888581,1.124955|0.726615|0.384264,4691.777161|7745.888581|10800,4691.777161,6147.255345,48131.32578,4222.367532,52353.69331,46206.43797,76391.42648,1165.982226,72200.75701,4190.669469,20763.11962,16895.61826,4476.401794,1200,10800,5.684341886e-13,2.273736754e-13,7745.888581,7831.990099,7745.888581,711.6164745,2972.095665,51103.42145,70839.59742,5551.829061,3559.493831,19342.60955,15745.0051,2571.123225,31
2025-08-19,PuLP HiGHS,Optimal,4.0498815,7745.888581,7987.611382,1.124955|0.726615|0.384264,5175.222764|7987.611382|10800,5175.222764,6515.47048,48583.25,4438.912438,53022.16243,46506.69195,76915.6949,1165.660278,72533.65708,4382.037813,20687.56344,16539.37586,4685.813873,1200,10800,9.094947018e-13,9.094947018e-13,7987.611382,7745.888581,7987.611382,518.8316024,2062.992792,50646.24279,72032.64997,4883.044929,4505.283177,18478.88327,14750.34493,3997.711105,32
2025-08-20,PuLP HiGHS,Optimal,3.4019454,7987.611382,7870.779335,1.124955|0.726615|0.384264,4941.55867|7870.779335|10800,4941.55867,6337.500807,47487.19554,4419.708578,51906.90412,45569.40331,75028.85069,1199.066179,71121.08161,3907.769079,19933.46612,16251.2564,3987.046723,1200,10800,9.094947018e-13,9.094947018e-13,7870.779335,7987.611382,7870.779335,3432.033534,14187.6456,61674.84114,71569.13991,3459.710786,686.3000013,19838.58534,16174.40297,171.7342029,6
2025-08-21,PuLP HiGHS,Optimal,3.2175411,7870.779335,7868.692657,1.124955|0.726615|0.384264,4937.385313|7868.692657|10800,4937.385313,6334.32218,48489.12512,4028.831869,52517.95698,46183.6348,76477.01169,1057.571751,72334.88907,4142.12262,21249.67491,17214.11469,4288.920047,1200,10800,6.821210263e-13,2.273736754e-13,7868.692657,7870.779335,7868.692657,637.4534811,2109.573134,50598.69825,71461.82538,5015.18631,2767.815961,18362.7496,14875.70518,5225.334812,37
2025-08-22,PuLP HiGHS,Optimal,2.5013227,7868.692657,7734.619021,1.124955|0.726615|0.384264,4629.942563|7714.971282|10800,4629.942563,6100.159179,24539.23303,2093.597311,26632.83034,20532.67117,41927.35837,543.2017607,39427.93025,2499.42812,19827.54395,16198.65984,17485.10836,1200,10800,2.728484105e-12,9.094947018e-13,7714.971282,7868.692657,7734.619021,948.2355355,3737.754978,28276.98801,39869.01068,2058.347692,16421.09646,17296.03486,14130.45451,4599.714411,18
2025-08-23,PuLP HiGHS,Optimal,2.7943893,7734.619021,7759.220348,1.124955|0.726615|0.384264,4691.258059|7745.62903|10800,4691.258059,6146.859973,24883.35651,1889.864526,26773.22103,20626.36106,42329.23615,504.2068419,39758.23158,2571.004578,20114.66382,16282.96868,17649.65333,1200,10800,2.864908311e-11,5.456968211e-12,7745.62903,7734.619021,7759.220348,431.4442975,1582.737775,26466.09428,40068.69228,2260.543869,14693.18587,17130.54402,13853.59946,5413.489016,21
2025-08-24,PuLP HiGHS,Optimal,4.9428819,7759.220348,7787.694392,1.124955|0.726615|0.384264,4775.388784|7787.694392|10800,4775.388784,6210.937929,48556.0228,3938.542275,52494.56508,46283.62715,76862.28713,1046.128208,72693.29941,4168.987713,20734.60415,16769.40272,3768.257962,1200,10800,1.215028078e-12,1.818989404e-12,7787.694392,7759.220348,7787.694392,725.0408477,2931.043092,51487.0659,71409.12135,5453.165774,4629.623553,19712.22381,15941.27464,1850.508419,28
2025-08-25,PuLP HiGHS,Optimal,4.0135128,7787.694392,8428.131143,1.124955|0.726615|0.384264,6056.262286|8428.131143|10800,6056.262286,7186.512029,50184.57102,4357.326308,54541.89733,47355.3853,79484.71449,1142.711991,74865.48828,4619.226211,22494.19065,17643.90135,3926.060669,1200,10800,4.547473509e-13,9.094947018e-13,8428.131143,7787.694392,8428.131143,1145.034961,4369.993739,54554.56476,75268.71198,4216.002509,1114.021919,20790.76281,16264.1248,3083.204378,29
2025-08-26,PuLP HiGHS,Optimal,4.0766328,8428.131143,8088.208171,1.124955|0.726615|0.384264,5376.416343|8088.208171|10800,5376.416343,6668.709066,48665.66526,3334.663433,52000.32869,45331.61962,76912.61013,905.2539434,72956.95485,3955.655281,20601.10762,16992.82785,4005.595286,1200,10800,9.094947018e-13,4.547473509e-13,8088.208171,8428.131143,8088.208171,733.0326269,3108.568179,51774.23344,71067.58824,5845.021887,2899.427355,19359.50423,15987.1291,2247.302139,28
2025-08-27,PuLP HiGHS,Optimal,2.7124226,8088.208171,8248.358373,1.124955|0.726615|0.384264,5696.716747|8248.358373|10800,5696.716747,6912.665068,50272.54726,4639.935029,54912.48229,47999.81722,79572.41794,1225.885008,74817.39199,4755.025946,21836.71789,17543.60631,4544.485354,1200,10800,9.094947018e-13,4.547473509e-13,8248.358373,8088.208171,8248.358373,477.9155185,1993.750749,52266.29801,74731.67261,4840.745328,3158.853964,21012.89535,16876.31005,1491.118812,28
2025-08-28,PuLP HiGHS,Optimal,3.6847159,8248.358373,8102.242099,1.124955|0.726615|0.384264,5404.484199|8102.242099|10800,5404.484199,6690.086879,49403.04573,4358.607475,53761.65321,47071.56633,77982.10405,1158.233349,73576.33163,4405.77242,21333.38931,17411.54999,3994.973454,1200,10800,9.094947018e-13,4.547473509e-13,8102.242099,8248.358373,8102.242099,3046.697198,11945.95063,61348.99637,73090.74711,4891.35694,1692.097139,20047.66756,16370.11537,2327.156365,27
2025-08-29,PuLP HiGHS,Optimal,3.5193077,8102.242099,8354.419567,1.124955|0.726615|0.384264,5838.060204|8319.030102|10800,5838.060204,7020.318959,26839.59403,3124.476967,29964.071,22943.75204,44979.15801,824.4539164,41829.85289,3149.305117,19784.20919,15830.10024,14707.39732,1200,10800,5.911715562e-12,9.094947018e-13,8319.030102,8102.242099,8354.419567,438.0271603,1939.708862,28779.30289,40311.7829,4667.375109,14452.84267,18498.88064,14757.13359,2358.295196,17
2025-08-30,PuLP HiGHS,Optimal,3.1676397,8354.419567,8341.416802,1.124955|0.726615|0.384264,5857.111781|8328.555891|10800,5857.111781,7034.829545,25897.58207,2424.266265,28321.84833,21287.01879,43744.2456,620.396123,40990.46572,2753.779878,19663.04482,15950.34361,15220.96156,1200,10800,9.094947018e-13,1.818989404e-12,8328.555891,8354.419567,8341.416802,290.9958015,981.7966306,26879.3787,41144.14524,2600.100363,19660.50245,17229.58551,13967.66675,4416.136178,28
2025-08-31,PuLP HiGHS,Optimal,4.0272147,8341.416802,7847.081682,1.124955|0.726615|0.384264,4894.163363|7847.081682|10800,4894.163363,6301.40229,49920.74823,4711.528202,54632.27643,48330.87414,78491.03503,1234.267322,73871.64108,4619.393947,21566.94467,17914.12679,3746.126381,1200,10800,4.547473509e-13,9.094947018e-13,7847.081682,8341.416802,7847.081682,484.3217236,1871.72145,51792.46968,72492.65917,5998.375855,3149.973542,19080.45199,15900.06772,4500.551744,31
2025-09-01,PuLP HiGHS,Optimal,4.2333239,7847.081682,7999.739832,1.124955|0.726615|0.384264,4613.683924|7706.841962|10800,4613.683924,6087.775826,49608.49747,3983.047185,53591.54465,47503.76883,78435.05767,1074.122346,74175.82138,4259.236292,21639.58302,17654.27799,3632.020662,1200,10800,9.094947018e-13,1.818989404e-12,7706.841962,7847.081682,7999.739832,44.77639635,127.9821077,49736.47958,62468.81475,15966.24292,5415.333654,17824.898,14300.77504,7168.18798,45
2025-09-02,PuLP HiGHS,Optimal,2.886574,7999.739832,8345.853607,1.124955|0.726615|0.384264,5589.318638|8194.659319|10800,5589.318638,6830.865567,49461.05437,4535.427306,53996.48168,47165.61611,78279.24747,1243.130039,74232.28491,4046.962554,21883.17787,17549.94653,4114.704834,1200,10800,4.547473509e-13,2.273736754e-13,8194.659319,7999.739832,8345.853607,106.1944657,395.3891675,49856.44354,62156.20192,16123.04554,4078.177394,20078.74078,15952.27763,3402.10599,41
2025-09-03,PuLP HiGHS,Optimal,4.1454309,8345.853607,7951.559175,1.124955|0.726615|0.384264,4885.833072|7842.916536|10800,4885.833072,6295.057545,48987.16565,3694.715675,52681.88132,46386.82378,77231.20703,993.0994117,72648.18725,4583.019776,21198.42815,17623.37017,3848.493847,1200,10800,9.094947018e-13,1.818989404e-12,7842.916536,8345.853607,7951.559175,12.81481484,50.12514826,49037.2908,63178.59661,14052.61042,4682.235695,17454.33404,14492.87556,6874.588727,43
2025-09-04,PuLP HiGHS,Optimal,3.6961089,7951.559175,8141.952756,1.124955|0.726615|0.384264,5280.576409|8040.288205|10800,5280.576409,6595.712821,49832.00049,3799.558973,53631.55946,47035.84664,78820.33211,1014.011925,74400.77411,4419.557994,21898.32279,17657.78533,3749.360835,1200,10800,9.094947018e-13,4.547473509e-13,8040.288205,7951.559175,8141.952756,7.335229297,31.54515359,49863.54564,64236.6394,14583.69271,6474.769325,19327.81858,15484.17883,4744.110718,41
2025-09-05,PuLP HiGHS,Optimal,2.7054533,8141.952756,8730.438205,1.124955|0.726615|0.384264,6028.47471|8414.237355|10800,6028.47471,7165.347692,25692.03358,2651.900782,28343.93436,21178.58667,43382.87803,681.69819,40402.23385,2980.644182,20101.74317,16037.35583,16437.0025,1200,10800,4.547473509e-13,9.094947018e-13,8414.237355,8141.952756,8730.438205,0,0,25692.03358,32341.67014,11041.20789,21654.38565,17544.13642,13681.1136,4913.848985,27
2025-09-06,PuLP HiGHS,Optimal,2.6750861,8730.438205,8046.331345,1.124955|0.726615|0.384264,4625.140424|7712.570212|10800,4625.140424,6096.501641,25320.72158,2128.132085,27448.85366,21352.35202,42289.3766,555.3507363,39394.06747,2895.309131,18981.82951,16291.36309,17300.68193,1200,10800,1.364242053e-12,1.818989404e-12,7712.570212,8730.438205,8046.331345,132.3949368,649.2114951,25969.93307,30690.81182,11598.56478,20361.74263,17663.56105,14923.18062,2686.450933,20
