forecast_id,date,issue_time,target_time,lead_minutes,lead_hours,lead_bin,release_hour,forecast_pv_kw,actual_pv_kw,alignment_status,daylight_flag,yesterday_pv_kw,last_week_pv_kw,same_slot_7d_mean_kw
32251,2025-12-02,2025-12-02 18:00:00,2025-12-03 13:00:00,1140,19,19-24h,18,5633.1641000000,5241.9750000000,matched,True,5667.2625000000,6135.1500000000,5968.6821428571
32252,2025-12-02,2025-12-02 18:00:00,2025-12-03 14:00:00,1200,20,19-24h,18,4824.6363000000,4651.8750000000,matched,True,4874.8500000000,5199.0750000000,4984.8160714286
32253,2025-12-02,2025-12-02 18:00:00,2025-12-03 15:00:00,1260,21,19-24h,18,3080.5683000000,3256.3875000000,matched,True,3267.0375000000,3722.8125000000,3513.3107142857
32254,2025-12-02,2025-12-02 18:00:00,2025-12-03 16:00:00,1320,22,19-24h,18,1936.4756000000,1603.3500000000,matched,True,1653.8625000000,1922.7750000000,1794.7982142857
32255,2025-12-02,2025-12-02 18:00:00,2025-12-03 17:00:00,1380,23,19-24h,18,39.8753000000,34.2375000000,matched,True,40.1250000000,102.3000000000,69.8410714286
32256,2025-12-02,2025-12-02 18:00:00,2025-12-03 18:00:00,1440,24,19-24h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32257,2025-12-03,2025-12-03 00:00:00,2025-12-03 01:00:00,60,1,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32258,2025-12-03,2025-12-03 00:00:00,2025-12-03 02:00:00,120,2,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32259,2025-12-03,2025-12-03 00:00:00,2025-12-03 03:00:00,180,3,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32260,2025-12-03,2025-12-03 00:00:00,2025-12-03 04:00:00,240,4,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32261,2025-12-03,2025-12-03 00:00:00,2025-12-03 05:00:00,300,5,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32262,2025-12-03,2025-12-03 00:00:00,2025-12-03 06:00:00,360,6,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32263,2025-12-03,2025-12-03 00:00:00,2025-12-03 07:00:00,420,7,7-12h,0,34.3538000000,35.2500000000,matched,True,41.4750000000,96.4125000000,68.8392857143
32264,2025-12-03,2025-12-03 00:00:00,2025-12-03 08:00:00,480,8,7-12h,0,1555.6109000000,1666.4625000000,matched,True,1567.9500000000,1969.0500000000,1779.0428571429
32265,2025-12-03,2025-12-03 00:00:00,2025-12-03 09:00:00,540,9,7-12h,0,3631.4819000000,3533.7000000000,matched,True,3503.3250000000,3705.9000000000,3616.2482142857
32266,2025-12-03,2025-12-03 00:00:00,2025-12-03 10:00:00,600,10,7-12h,0,5274.2887000000,5088.1875000000,matched,True,4558.5000000000,5260.9125000000,5012.0250000000
32267,2025-12-03,2025-12-03 00:00:00,2025-12-03 11:00:00,660,11,7-12h,0,7090.6500000000,6416.3250000000,matched,True,5340.6750000000,6231.2625000000,6015.8517857143
32268,2025-12-03,2025-12-03 00:00:00,2025-12-03 12:00:00,720,12,7-12h,0,6805.5005000000,5716.7625000000,matched,True,6194.5500000000,6278.8500000000,6188.7642857143
32269,2025-12-03,2025-12-03 00:00:00,2025-12-03 13:00:00,780,13,13-18h,0,6708.0902000000,5241.9750000000,matched,True,5667.2625000000,6135.1500000000,5968.6821428571
32270,2025-12-03,2025-12-03 00:00:00,2025-12-03 14:00:00,840,14,13-18h,0,5645.9250000000,4651.8750000000,matched,True,4874.8500000000,5199.0750000000,4984.8160714286
32271,2025-12-03,2025-12-03 00:00:00,2025-12-03 15:00:00,900,15,13-18h,0,4166.5875000000,3256.3875000000,matched,True,3267.0375000000,3722.8125000000,3513.3107142857
32272,2025-12-03,2025-12-03 00:00:00,2025-12-03 16:00:00,960,16,13-18h,0,1973.5309000000,1603.3500000000,matched,True,1653.8625000000,1922.7750000000,1794.7982142857
32273,2025-12-03,2025-12-03 00:00:00,2025-12-03 17:00:00,1020,17,13-18h,0,36.4305000000,34.2375000000,matched,True,40.1250000000,102.3000000000,69.8410714286
32274,2025-12-03,2025-12-03 00:00:00,2025-12-03 18:00:00,1080,18,13-18h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32275,2025-12-03,2025-12-03 00:00:00,2025-12-03 19:00:00,1140,19,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32276,2025-12-03,2025-12-03 00:00:00,2025-12-03 20:00:00,1200,20,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32277,2025-12-03,2025-12-03 00:00:00,2025-12-03 21:00:00,1260,21,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32278,2025-12-03,2025-12-03 00:00:00,2025-12-03 22:00:00,1320,22,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32279,2025-12-03,2025-12-03 00:00:00,2025-12-03 23:00:00,1380,23,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32280,2025-12-03,2025-12-03 00:00:00,2025-12-04 00:00:00,1440,24,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32281,2025-12-03,2025-12-03 06:00:00,2025-12-03 07:00:00,60,1,1-3h,6,35.2165000000,35.2500000000,matched,True,41.4750000000,96.4125000000,68.8392857143
32282,2025-12-03,2025-12-03 06:00:00,2025-12-03 08:00:00,120,2,1-3h,6,1655.2476000000,1666.4625000000,matched,True,1567.9500000000,1969.0500000000,1779.0428571429
32283,2025-12-03,2025-12-03 06:00:00,2025-12-03 09:00:00,180,3,1-3h,6,3481.0122000000,3533.7000000000,matched,True,3503.3250000000,3705.9000000000,3616.2482142857
32284,2025-12-03,2025-12-03 06:00:00,2025-12-03 10:00:00,240,4,4-6h,6,5001.9136000000,5088.1875000000,matched,True,4558.5000000000,5260.9125000000,5012.0250000000
32285,2025-12-03,2025-12-03 06:00:00,2025-12-03 11:00:00,300,5,4-6h,6,6045.2246000000,6416.3250000000,matched,True,5340.6750000000,6231.2625000000,6015.8517857143
32286,2025-12-03,2025-12-03 06:00:00,2025-12-03 12:00:00,360,6,4-6h,6,5630.7811000000,5716.7625000000,matched,True,6194.5500000000,6278.8500000000,6188.7642857143
32287,2025-12-03,2025-12-03 06:00:00,2025-12-03 13:00:00,420,7,7-12h,6,5225.0718000000,5241.9750000000,matched,True,5667.2625000000,6135.1500000000,5968.6821428571
32288,2025-12-03,2025-12-03 06:00:00,2025-12-03 14:00:00,480,8,7-12h,6,4917.2674000000,4651.8750000000,matched,True,4874.8500000000,5199.0750000000,4984.8160714286
32289,2025-12-03,2025-12-03 06:00:00,2025-12-03 15:00:00,540,9,7-12h,6,3307.2043000000,3256.3875000000,matched,True,3267.0375000000,3722.8125000000,3513.3107142857
32290,2025-12-03,2025-12-03 06:00:00,2025-12-03 16:00:00,600,10,7-12h,6,1672.0494000000,1603.3500000000,matched,True,1653.8625000000,1922.7750000000,1794.7982142857
32291,2025-12-03,2025-12-03 06:00:00,2025-12-03 17:00:00,660,11,7-12h,6,34.6863000000,34.2375000000,matched,True,40.1250000000,102.3000000000,69.8410714286
32292,2025-12-03,2025-12-03 06:00:00,2025-12-03 18:00:00,720,12,7-12h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32293,2025-12-03,2025-12-03 06:00:00,2025-12-03 19:00:00,780,13,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32294,2025-12-03,2025-12-03 06:00:00,2025-12-03 20:00:00,840,14,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32295,2025-12-03,2025-12-03 06:00:00,2025-12-03 21:00:00,900,15,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32296,2025-12-03,2025-12-03 06:00:00,2025-12-03 22:00:00,960,16,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32297,2025-12-03,2025-12-03 06:00:00,2025-12-03 23:00:00,1020,17,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32298,2025-12-03,2025-12-03 06:00:00,2025-12-04 00:00:00,1080,18,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32299,2025-12-03,2025-12-03 06:00:00,2025-12-04 01:00:00,1140,19,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32300,2025-12-03,2025-12-03 06:00:00,2025-12-04 02:00:00,1200,20,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32301,2025-12-03,2025-12-03 06:00:00,2025-12-04 03:00:00,1260,21,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32302,2025-12-03,2025-12-03 06:00:00,2025-12-04 04:00:00,1320,22,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32303,2025-12-03,2025-12-03 06:00:00,2025-12-04 05:00:00,1380,23,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32304,2025-12-03,2025-12-03 06:00:00,2025-12-04 06:00:00,1440,24,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32305,2025-12-03,2025-12-03 12:00:00,2025-12-03 13:00:00,60,1,1-3h,12,5211.4217000000,5241.9750000000,matched,True,5667.2625000000,6135.1500000000,5968.6821428571
32306,2025-12-03,2025-12-03 12:00:00,2025-12-03 14:00:00,120,2,1-3h,12,4662.9630000000,4651.8750000000,matched,True,4874.8500000000,5199.0750000000,4984.8160714286
32307,2025-12-03,2025-12-03 12:00:00,2025-12-03 15:00:00,180,3,1-3h,12,3194.0001000000,3256.3875000000,matched,True,3267.0375000000,3722.8125000000,3513.3107142857
32308,2025-12-03,2025-12-03 12:00:00,2025-12-03 16:00:00,240,4,4-6h,12,1559.7874000000,1603.3500000000,matched,True,1653.8625000000,1922.7750000000,1794.7982142857
32309,2025-12-03,2025-12-03 12:00:00,2025-12-03 17:00:00,300,5,4-6h,12,33.0041000000,34.2375000000,matched,True,40.1250000000,102.3000000000,69.8410714286
32310,2025-12-03,2025-12-03 12:00:00,2025-12-03 18:00:00,360,6,4-6h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32311,2025-12-03,2025-12-03 12:00:00,2025-12-03 19:00:00,420,7,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32312,2025-12-03,2025-12-03 12:00:00,2025-12-03 20:00:00,480,8,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32313,2025-12-03,2025-12-03 12:00:00,2025-12-03 21:00:00,540,9,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32314,2025-12-03,2025-12-03 12:00:00,2025-12-03 22:00:00,600,10,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32315,2025-12-03,2025-12-03 12:00:00,2025-12-03 23:00:00,660,11,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32316,2025-12-03,2025-12-03 12:00:00,2025-12-04 00:00:00,720,12,7-12h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32317,2025-12-03,2025-12-03 12:00:00,2025-12-04 01:00:00,780,13,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32318,2025-12-03,2025-12-03 12:00:00,2025-12-04 02:00:00,840,14,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32319,2025-12-03,2025-12-03 12:00:00,2025-12-04 03:00:00,900,15,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32320,2025-12-03,2025-12-03 12:00:00,2025-12-04 04:00:00,960,16,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32321,2025-12-03,2025-12-03 12:00:00,2025-12-04 05:00:00,1020,17,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32322,2025-12-03,2025-12-03 12:00:00,2025-12-04 06:00:00,1080,18,13-18h,12,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32323,2025-12-03,2025-12-03 12:00:00,2025-12-04 07:00:00,1140,19,19-24h,12,28.3689000000,25.8000000000,matched,True,35.2500000000,91.4250000000,60.1017857143
32324,2025-12-03,2025-12-03 12:00:00,2025-12-04 08:00:00,1200,20,19-24h,12,1801.0167000000,1654.4625000000,matched,True,1666.4625000000,1925.4375000000,1735.8160714286
32325,2025-12-03,2025-12-03 12:00:00,2025-12-04 09:00:00,1260,21,19-24h,12,3961.2179000000,3206.8125000000,matched,True,3533.7000000000,3997.7625000000,3591.6482142857
32326,2025-12-03,2025-12-03 12:00:00,2025-12-04 10:00:00,1320,22,19-24h,12,5752.4655000000,4748.6625000000,matched,True,5088.1875000000,5381.8500000000,4987.3500000000
32327,2025-12-03,2025-12-03 12:00:00,2025-12-04 11:00:00,1380,23,19-24h,12,7090.6500000000,6040.8375000000,matched,True,6416.3250000000,6405.9000000000,6042.2892857143
32328,2025-12-03,2025-12-03 12:00:00,2025-12-04 12:00:00,1440,24,19-24h,12,7044.3000000000,6321.8625000000,matched,True,5716.7625000000,6667.2750000000,6108.4660714286
32329,2025-12-03,2025-12-03 18:00:00,2025-12-03 19:00:00,60,1,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32330,2025-12-03,2025-12-03 18:00:00,2025-12-03 20:00:00,120,2,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32331,2025-12-03,2025-12-03 18:00:00,2025-12-03 21:00:00,180,3,1-3h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32332,2025-12-03,2025-12-03 18:00:00,2025-12-03 22:00:00,240,4,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32333,2025-12-03,2025-12-03 18:00:00,2025-12-03 23:00:00,300,5,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32334,2025-12-03,2025-12-03 18:00:00,2025-12-04 00:00:00,360,6,4-6h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32335,2025-12-03,2025-12-03 18:00:00,2025-12-04 01:00:00,420,7,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32336,2025-12-03,2025-12-03 18:00:00,2025-12-04 02:00:00,480,8,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32337,2025-12-03,2025-12-03 18:00:00,2025-12-04 03:00:00,540,9,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32338,2025-12-03,2025-12-03 18:00:00,2025-12-04 04:00:00,600,10,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32339,2025-12-03,2025-12-03 18:00:00,2025-12-04 05:00:00,660,11,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32340,2025-12-03,2025-12-03 18:00:00,2025-12-04 06:00:00,720,12,7-12h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32341,2025-12-03,2025-12-03 18:00:00,2025-12-04 07:00:00,780,13,13-18h,18,27.8563000000,25.8000000000,matched,True,35.2500000000,91.4250000000,60.1017857143
32342,2025-12-03,2025-12-03 18:00:00,2025-12-04 08:00:00,840,14,13-18h,18,1657.0148000000,1654.4625000000,matched,True,1666.4625000000,1925.4375000000,1735.8160714286
32343,2025-12-03,2025-12-03 18:00:00,2025-12-04 09:00:00,900,15,13-18h,18,3312.5846000000,3206.8125000000,matched,True,3533.7000000000,3997.7625000000,3591.6482142857
32344,2025-12-03,2025-12-03 18:00:00,2025-12-04 10:00:00,960,16,13-18h,18,5235.6308000000,4748.6625000000,matched,True,5088.1875000000,5381.8500000000,4987.3500000000
32345,2025-12-03,2025-12-03 18:00:00,2025-12-04 11:00:00,1020,17,13-18h,18,5515.2630000000,6040.8375000000,matched,True,6416.3250000000,6405.9000000000,6042.2892857143
32346,2025-12-03,2025-12-03 18:00:00,2025-12-04 12:00:00,1080,18,13-18h,18,6526.9971000000,6321.8625000000,matched,True,5716.7625000000,6667.2750000000,6108.4660714286
32347,2025-12-03,2025-12-03 18:00:00,2025-12-04 13:00:00,1140,19,19-24h,18,6593.0514000000,6210.0750000000,matched,True,5241.9750000000,6363.8250000000,5841.0857142857
32348,2025-12-03,2025-12-03 18:00:00,2025-12-04 14:00:00,1200,20,19-24h,18,5270.0104000000,5104.3500000000,matched,True,4651.8750000000,5046.4500000000,4906.6446428571
32349,2025-12-03,2025-12-03 18:00:00,2025-12-04 15:00:00,1260,21,19-24h,18,3248.5148000000,3455.2875000000,matched,True,3256.3875000000,3665.8125000000,3446.6785714286
32350,2025-12-03,2025-12-03 18:00:00,2025-12-04 16:00:00,1320,22,19-24h,18,1472.8703000000,1657.8750000000,matched,True,1603.3500000000,1703.2875000000,1749.1660714286
32351,2025-12-03,2025-12-03 18:00:00,2025-12-04 17:00:00,1380,23,19-24h,18,19.1592000000,27.7875000000,matched,True,34.2375000000,85.9875000000,60.1178571429
32352,2025-12-03,2025-12-03 18:00:00,2025-12-04 18:00:00,1440,24,19-24h,18,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32353,2025-12-04,2025-12-04 00:00:00,2025-12-04 01:00:00,60,1,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32354,2025-12-04,2025-12-04 00:00:00,2025-12-04 02:00:00,120,2,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32355,2025-12-04,2025-12-04 00:00:00,2025-12-04 03:00:00,180,3,1-3h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32356,2025-12-04,2025-12-04 00:00:00,2025-12-04 04:00:00,240,4,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32357,2025-12-04,2025-12-04 00:00:00,2025-12-04 05:00:00,300,5,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32358,2025-12-04,2025-12-04 00:00:00,2025-12-04 06:00:00,360,6,4-6h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32359,2025-12-04,2025-12-04 00:00:00,2025-12-04 07:00:00,420,7,7-12h,0,24.5396000000,25.8000000000,matched,True,35.2500000000,91.4250000000,60.1017857143
32360,2025-12-04,2025-12-04 00:00:00,2025-12-04 08:00:00,480,8,7-12h,0,1695.1795000000,1654.4625000000,matched,True,1666.4625000000,1925.4375000000,1735.8160714286
32361,2025-12-04,2025-12-04 00:00:00,2025-12-04 09:00:00,540,9,7-12h,0,3454.5003000000,3206.8125000000,matched,True,3533.7000000000,3997.7625000000,3591.6482142857
32362,2025-12-04,2025-12-04 00:00:00,2025-12-04 10:00:00,600,10,7-12h,0,5435.9953000000,4748.6625000000,matched,True,5088.1875000000,5381.8500000000,4987.3500000000
32363,2025-12-04,2025-12-04 00:00:00,2025-12-04 11:00:00,660,11,7-12h,0,6387.9882000000,6040.8375000000,matched,True,6416.3250000000,6405.9000000000,6042.2892857143
32364,2025-12-04,2025-12-04 00:00:00,2025-12-04 12:00:00,720,12,7-12h,0,6225.3818000000,6321.8625000000,matched,True,5716.7625000000,6667.2750000000,6108.4660714286
32365,2025-12-04,2025-12-04 00:00:00,2025-12-04 13:00:00,780,13,13-18h,0,5369.1175000000,6210.0750000000,matched,True,5241.9750000000,6363.8250000000,5841.0857142857
32366,2025-12-04,2025-12-04 00:00:00,2025-12-04 14:00:00,840,14,13-18h,0,3685.6770000000,5104.3500000000,matched,True,4651.8750000000,5046.4500000000,4906.6446428571
32367,2025-12-04,2025-12-04 00:00:00,2025-12-04 15:00:00,900,15,13-18h,0,2156.8246000000,3455.2875000000,matched,True,3256.3875000000,3665.8125000000,3446.6785714286
32368,2025-12-04,2025-12-04 00:00:00,2025-12-04 16:00:00,960,16,13-18h,0,1124.7885000000,1657.8750000000,matched,True,1603.3500000000,1703.2875000000,1749.1660714286
32369,2025-12-04,2025-12-04 00:00:00,2025-12-04 17:00:00,1020,17,13-18h,0,18.2460000000,27.7875000000,matched,True,34.2375000000,85.9875000000,60.1178571429
32370,2025-12-04,2025-12-04 00:00:00,2025-12-04 18:00:00,1080,18,13-18h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32371,2025-12-04,2025-12-04 00:00:00,2025-12-04 19:00:00,1140,19,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32372,2025-12-04,2025-12-04 00:00:00,2025-12-04 20:00:00,1200,20,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32373,2025-12-04,2025-12-04 00:00:00,2025-12-04 21:00:00,1260,21,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32374,2025-12-04,2025-12-04 00:00:00,2025-12-04 22:00:00,1320,22,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32375,2025-12-04,2025-12-04 00:00:00,2025-12-04 23:00:00,1380,23,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32376,2025-12-04,2025-12-04 00:00:00,2025-12-05 00:00:00,1440,24,19-24h,0,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32377,2025-12-04,2025-12-04 06:00:00,2025-12-04 07:00:00,60,1,1-3h,6,26.0363000000,25.8000000000,matched,True,35.2500000000,91.4250000000,60.1017857143
32378,2025-12-04,2025-12-04 06:00:00,2025-12-04 08:00:00,120,2,1-3h,6,1693.3136000000,1654.4625000000,matched,True,1666.4625000000,1925.4375000000,1735.8160714286
32379,2025-12-04,2025-12-04 06:00:00,2025-12-04 09:00:00,180,3,1-3h,6,3289.9596000000,3206.8125000000,matched,True,3533.7000000000,3997.7625000000,3591.6482142857
32380,2025-12-04,2025-12-04 06:00:00,2025-12-04 10:00:00,240,4,4-6h,6,4923.8679000000,4748.6625000000,matched,True,5088.1875000000,5381.8500000000,4987.3500000000
32381,2025-12-04,2025-12-04 06:00:00,2025-12-04 11:00:00,300,5,4-6h,6,6095.6380000000,6040.8375000000,matched,True,6416.3250000000,6405.9000000000,6042.2892857143
32382,2025-12-04,2025-12-04 06:00:00,2025-12-04 12:00:00,360,6,4-6h,6,6180.3167000000,6321.8625000000,matched,True,5716.7625000000,6667.2750000000,6108.4660714286
32383,2025-12-04,2025-12-04 06:00:00,2025-12-04 13:00:00,420,7,7-12h,6,6037.7283000000,6210.0750000000,matched,True,5241.9750000000,6363.8250000000,5841.0857142857
32384,2025-12-04,2025-12-04 06:00:00,2025-12-04 14:00:00,480,8,7-12h,6,5081.1238000000,5104.3500000000,matched,True,4651.8750000000,5046.4500000000,4906.6446428571
32385,2025-12-04,2025-12-04 06:00:00,2025-12-04 15:00:00,540,9,7-12h,6,3376.8645000000,3455.2875000000,matched,True,3256.3875000000,3665.8125000000,3446.6785714286
32386,2025-12-04,2025-12-04 06:00:00,2025-12-04 16:00:00,600,10,7-12h,6,1672.8766000000,1657.8750000000,matched,True,1603.3500000000,1703.2875000000,1749.1660714286
32387,2025-12-04,2025-12-04 06:00:00,2025-12-04 17:00:00,660,11,7-12h,6,27.9749000000,27.7875000000,matched,True,34.2375000000,85.9875000000,60.1178571429
32388,2025-12-04,2025-12-04 06:00:00,2025-12-04 18:00:00,720,12,7-12h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32389,2025-12-04,2025-12-04 06:00:00,2025-12-04 19:00:00,780,13,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32390,2025-12-04,2025-12-04 06:00:00,2025-12-04 20:00:00,840,14,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32391,2025-12-04,2025-12-04 06:00:00,2025-12-04 21:00:00,900,15,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32392,2025-12-04,2025-12-04 06:00:00,2025-12-04 22:00:00,960,16,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32393,2025-12-04,2025-12-04 06:00:00,2025-12-04 23:00:00,1020,17,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32394,2025-12-04,2025-12-04 06:00:00,2025-12-05 00:00:00,1080,18,13-18h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32395,2025-12-04,2025-12-04 06:00:00,2025-12-05 01:00:00,1140,19,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32396,2025-12-04,2025-12-04 06:00:00,2025-12-05 02:00:00,1200,20,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32397,2025-12-04,2025-12-04 06:00:00,2025-12-05 03:00:00,1260,21,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32398,2025-12-04,2025-12-04 06:00:00,2025-12-05 04:00:00,1320,22,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32399,2025-12-04,2025-12-04 06:00:00,2025-12-05 05:00:00,1380,23,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32400,2025-12-04,2025-12-04 06:00:00,2025-12-05 06:00:00,1440,24,19-24h,6,0.0000000000,0.0000000000,matched,False,0.0000000000,0.0000000000,0.0000000000
32401,2025-12-04,2025-12-04 12:00:00,2025-12-04 13:00:00,60,1,1-3h,12,6131.3592000000,6210.0750000000,matched,True,5241.9750000000,6363.8250000000,5841.0857142857
32402,2025-12-04,2025-12-04 12:00:00,2025-12-04 14:00:00,120,2,1-3h,12,4991.7997000000,5104.3500000000,matched,True,4651.8750000000,5046.4500000000,4906.6446428571
32403,2025-12-04,2025-12-04 12:00:00,2025-12-04 15:00:00,180,3,1-3h,12,3410.9618000000,3455.2875000000,matched,True,3256.3875000000,3665.8125000000,3446.6785714286
32404,2025-12-04,2025-12-04 12:00:00,2025-12-04 16:00:00,240,4,4-6h,12,1634.1566000000,1657.8750000000,matched,True,1603.3500000000,1703.2875000000,1749.1660714286
32405,2025-12-04,2025-12-04 12:00:00,2025-12-04 17:00:00,300,5,4-6h,12,27.3614000000,27.7875000000,matched,True,34.2375000000,85.9875000000,60.1178571429
