slot,interval_start,interval_end,price_yuan_per_kwh,load_kw,pv_forecast_kw,grid_purchase_kw,charge_kw,discharge_kw,spill_kw,storage_start_kwh,storage_end_kwh,grid_purchase_kwh,charge_kwh,discharge_kwh,spill_kwh,case_id
38,06:10,06:20,0.8758,4371.7919,672.7677,0,0,3699.0242,0,3929.212,3244.2075,0,0,616.5040333,0,capacity_0.5
39,06:20,06:30,0.8759,4392.953,844.2261,0,0,3548.7269,0,3244.2075,2587.0359,0,0,591.4544833,0,capacity_0.5
40,06:30,06:40,0.8601,4384.5956,1039.6744,1293.4382,0,2051.483,0,2587.0359,2207.1316,215.5730333,0,341.9138333,0,capacity_0.5
41,06:40,06:50,0.8442,4434.7757,1259.3375,3175.4382,0,0,0,2207.1316,2207.1316,529.2397,0,0,0,capacity_0.5
42,06:50,07:00,0.8334,4523.4561,1508.6318,3014.8243,0,0,0,2207.1316,2207.1316,502.4707167,0,0,0,capacity_0.5
43,07:00,07:10,0.8092,4524.0721,1791.4107,2732.6614,0,0,0,2207.1316,2207.1316,455.4435667,0,0,0,capacity_0.5
44,07:10,07:20,0.7972,4545.8867,2085.4865,2460.4002,0,0,0,2207.1316,2207.1316,410.0667,0,0,0,capacity_0.5
45,07:20,07:30,0.7644,4523.2418,2381.2611,2141.9807,0,0,0,2207.1316,2207.1316,356.9967833,0,0,0,capacity_0.5
46,07:30,07:40,0.6899,4383.3566,2683.1752,6700.1814,5000,0,0,2207.1316,2957.1316,1116.6969,833.3333333,0,0,capacity_0.5
47,07:40,07:50,0.86,4910.4599,2986.3552,1924.1047,0,0,0,2957.1316,2957.1316,320.6841167,0,0,0,capacity_0.5
48,07:50,08:00,1.1617,5799.7327,3289.204,0,0,2510.5287,0,2957.1316,2492.2189,0,0,418.42145,0,capacity_0.5
49,08:00,08:10,1.1683,5884.826,3593.3613,0,0,2291.4647,0,2492.2189,2067.8736,0,0,381.9107833,0,capacity_0.5
50,08:10,08:20,1.0956,5748.0713,3890.7332,0,0,1857.3381,0,2067.8736,1723.9221,0,0,309.55635,0,capacity_0.5
51,08:20,08:30,1.0849,5769.0581,4181.3417,0,0,1587.7164,0,1723.9221,1429.9005,0,0,264.6194,0,capacity_0.5
52,08:30,08:40,1.061,5754.2105,4471.7657,0,0,1282.4448,0,1429.9005,1192.4107,0,0,213.7408,0,capacity_0.5
53,08:40,08:50,1.043,5824.1807,4752.8272,0,0,1071.3535,0,1192.4107,994.01193,0,0,178.5589167,0,capacity_0.5
54,08:50,09:00,1.036,5954.2601,5021.9074,0,0,932.3527,0,994.01193,821.35402,0,0,155.3921167,0,capacity_0.5
55,09:00,09:10,1.0147,5958.9696,5285.4126,0,0,673.557,0,821.35402,696.62124,0,0,112.2595,0,capacity_0.5
56,09:10,09:20,0.9922,5929.5554,5543.1742,0,0,386.3812,0,696.62124,625.06917,0,0,64.39686667,0,capacity_0.5
57,09:20,09:30,0.97,5923.7828,5788.4093,0,0,135.3735,0,625.06917,600,0,0,22.56225,0,capacity_0.5
58,09:30,09:40,0.9422,5907.586,6012.1304,0,0,0,104.5444,600,600,0,0,0,17.42406667,capacity_0.5
59,09:40,09:50,0.9569,5899.1262,6216.1528,0,0,0,317.0266,600,600,0,0,0,52.83776667,capacity_0.5
60,09:50,10:00,0.9977,5902.2196,6409.5941,0,0,0,507.3745,600,600,0,0,0,84.56241667,capacity_0.5
61,10:00,10:10,0.9919,5897.4793,6599.3808,0,0,0,701.9015,600,600,0,0,0,116.9835833,capacity_0.5
62,10:10,10:20,0.9588,5886.7568,6766.7204,0,0,0,879.9636,600,600,0,0,0,146.6606,capacity_0.5
63,10:20,10:30,0.9549,5873.4708,6914.5923,0,0,0,1041.1215,600,600,0,0,0,173.52025,capacity_0.5
64,10:30,10:40,0.9839,5858.0308,7064.2053,0,0,0,1206.1745,600,600,0,0,0,201.0290833,capacity_0.5
65,10:40,10:50,0.799,5844.9948,7197.4315,0,1352.4367,0,0,600,802.8655,0,225.4061167,0,0,capacity_0.5
66,10:50,11:00,0.5025,5839.0587,7303.1142,0,1464.0555,0,0,802.8655,1022.4738,0,244.00925,0,0,capacity_0.5
67,11:00,11:10,0.4662,5838.7103,7387.6848,0,1548.9745,0,0,1022.4738,1254.82,0,258.1624167,0,0,capacity_0.5
68,11:10,11:20,0.5007,5823.4378,7459.227,0,1635.7892,0,0,1254.82,1500.1884,0,272.6315333,0,0,capacity_0.5
69,11:20,11:30,0.4827,5814.7932,7520.7191,0,1705.9259,0,0,1500.1884,1756.0773,0,284.3209833,0,0,capacity_0.5
70,11:30,11:40,0.4785,5832.3951,7568.2039,0,1735.8088,0,0,1756.0773,2016.4486,0,289.3014667,0,0,capacity_0.5
71,11:40,11:50,0.4662,5712.901,7592.1539,0,1879.2529,0,0,2016.4486,2298.3365,0,313.2088167,0,0,capacity_0.5
72,11:50,12:00,0.4432,5519.4607,7601.0433,0,2081.5826,0,0,2298.3365,2610.5739,0,346.9304333,0,0,capacity_0.5
73,12:00,12:10,0.4411,5494.7907,7612.316,0,2117.5253,0,0,2610.5739,2928.2027,0,352.9208833,0,0,capacity_0.5
74,12:10,12:20,0.4551,5514.4524,7602.6524,0,2088.2,0,0,2928.2027,3241.4327,0,348.0333333,0,0,capacity_0.5
75,12:20,12:30,0.4463,5485.829,7554.1872,0,2068.3582,0,0,3241.4327,3551.6864,0,344.7263667,0,0,capacity_0.5
76,12:30,12:40,0.4113,5462.3628,7472.7384,0,2010.3756,0,0,3551.6864,3853.2428,0,335.0626,0,0,capacity_0.5
77,12:40,12:50,0.5682,5566.1066,7393.4172,0,1827.3106,0,0,3853.2428,4127.3394,0,304.5517667,0,0,capacity_0.5
78,12:50,13:00,0.8279,5725.7548,7312.7979,0,1587.0431,0,0,4127.3394,4365.3958,0,264.5071833,0,0,capacity_0.5
79,13:00,13:10,0.8636,5739.4957,7194.541,0,1455.0453,0,0,4365.3958,4583.6526,0,242.50755,0,0,capacity_0.5
80,13:10,13:20,0.8416,5714.6836,7053.1371,0,1338.4535,0,0,4583.6526,4784.4207,0,223.0755833,0,0,capacity_0.5
81,13:20,13:30,0.8618,5717.8505,6910.4064,0,1192.5559,0,0,4784.4207,4963.304,0,198.7593167,0,0,capacity_0.5
82,13:30,13:40,0.8623,5708.2486,6772.4075,0,1064.1589,0,0,4963.304,5122.9279,0,177.3598167,0,0,capacity_0.5
83,13:40,13:50,0.9026,5696.9182,6607.36,0,910.4418,0,0,5122.9279,5259.4941,0,151.7403,0,0,capacity_0.5
84,13:50,14:00,0.9754,5692.2983,6412.5085,0,0,0,720.2102,5259.4941,5259.4941,0,0,0,120.0350333,capacity_0.5
85,14:00,14:10,1.0002,5687.1291,6214.0158,0,526.8867,0,0,5259.4941,5338.5272,0,87.81445,0,0,capacity_0.5
86,14:10,14:20,0.9978,5678.962,6000.7112,0,321.7492,0,0,5338.5272,5386.7895,0,53.62486667,0,0,capacity_0.5
87,14:20,14:30,1.0271,5669.4508,5766.9816,0,88.0698,0,9.461,5386.7895,5400,0,14.6783,0,1.576833333,capacity_0.5
88,14:30,14:40,1.0906,5664.1948,5521.5066,0,0,142.6882,0,5400,5373.5763,0,0,23.78136667,0,capacity_0.5
89,14:40,14:50,0.9376,5672.7011,5268.781,0,0,403.9201,0,5373.5763,5298.7762,0,0,67.32001667,0,capacity_0.5
90,14:50,15:00,0.6694,5682.2544,5009.7152,672.5392,0,0,0,5298.7762,5298.7762,112.0898667,0,0,0,capacity_0.5
91,15:00,15:10,0.66,5669.0195,4743.4484,1600.3962,674.82506,0,0,5298.7762,5400,266.7327,112.4708433,0,0,capacity_0.5
92,15:10,15:20,0.7217,5656.3651,4471.224,1185.1411,0,0,0,5400,5400,197.5235167,0,0,0,capacity_0.5
93,15:20,15:30,0.7308,5657.0867,4188.2025,1468.8842,0,0,0,5400,5400,244.8140333,0,0,0,capacity_0.5
94,15:30,15:40,0.7534,5662.6008,3889.3931,1773.2077,0,0,0,5400,5400,295.5346167,0,0,0,capacity_0.5
95,15:40,15:50,0.7823,5669.2596,3594.5946,2074.665,0,0,0,5400,5400,345.7775,0,0,0,capacity_0.5
96,15:50,16:00,0.8055,5673.4767,3303.8878,2369.5889,0,0,0,5400,5400,394.9314833,0,0,0,capacity_0.5
97,16:00,16:10,0.8271,5671.0146,2998.4247,2672.5899,0,0,0,5400,5400,445.43165,0,0,0,capacity_0.5
98,16:10,16:20,0.8519,5661.5926,2687.4131,2974.1795,0,0,0,5400,5400,495.6965833,0,0,0,capacity_0.5
99,16:20,16:30,0.8791,5665.8922,2383.1779,3282.7143,0,0,0,5400,5400,547.11905,0,0,0,capacity_0.5
100,16:30,16:40,0.9024,5689.0372,2089.1246,3599.9126,0,0,0,5400,5400,599.9854333,0,0,0,capacity_0.5
101,16:40,16:50,0.9163,5603.6614,1791.0829,3812.5785,0,0,0,5400,5400,635.42975,0,0,0,capacity_0.5
102,16:50,17:00,0.9264,5466.7124,1501.7283,3964.9841,0,0,0,5400,5400,660.8306833,0,0,0,capacity_0.5
103,17:00,17:10,0.9462,5467.3939,1255.1723,4212.2216,0,0,0,5400,5400,702.0369333,0,0,0,capacity_0.5
104,17:10,17:20,0.9742,5464.727,1036.3323,4428.3947,0,0,0,5400,5400,738.0657833,0,0,0,capacity_0.5
105,17:20,17:30,0.9862,5492.4458,836.7775,4655.6683,0,0,0,5400,5400,775.9447167,0,0,0,capacity_0.5
106,17:30,17:40,0.976,5621.7308,665.2313,4956.4995,0,0,0,5400,5400,826.08325,0,0,0,capacity_0.5
107,17:40,17:50,1.0742,5091.2126,516.6758,4574.5368,0,0,0,5400,5400,762.4228,0,0,0,capacity_0.5
108,17:50,18:00,1.2313,4208.5688,386.6731,3821.8957,0,0,0,5400,5400,636.9826167,0,0,0,capacity_0.5
109,18:00,18:10,1.2561,4122.7611,275.7933,3846.9678,0,0,0,5400,5400,641.1613,0,0,0,capacity_0.5
110,18:10,18:20,1.2447,4255.9358,182.9526,4072.9832,0,0,0,5400,5400,678.8305333,0,0,0,capacity_0.5
111,18:20,18:30,1.2545,4225.9524,108.3414,4117.611,0,0,0,5400,5400,686.2685,0,0,0,capacity_0.5
112,18:30,18:40,1.2522,4233.3384,54.3121,4179.0263,0,0,0,5400,5400,696.5043833,0,0,0,capacity_0.5
113,18:40,18:50,1.2881,4246.4625,18.6569,4227.8056,0,0,0,5400,5400,704.6342667,0,0,0,capacity_0.5
114,18:50,19:00,1.3466,4239.1795,0.2753,4238.9042,0,0,0,5400,5400,706.4840333,0,0,0,capacity_0.5
115,19:00,19:10,1.3523,4244.6684,0.2296,0,0,4244.4388,0,5400,4613.9928,0,0,707.4064667,0,capacity_0.5
116,19:10,19:20,1.3445,4251.9187,0.6007,4251.318,0,0,0,4613.9928,4613.9928,708.553,0,0,0,capacity_0.5
117,19:20,19:30,1.3483,4256.6813,0,0,0,4256.6813,0,4613.9928,3825.7185,0,0,709.4468833,0,capacity_0.5
118,19:30,19:40,1.349,4267.3947,0,0,0,4267.3947,0,3825.7185,3035.4602,0,0,711.23245,0,capacity_0.5
119,19:40,19:50,1.3473,4269.975,0,4269.975,0,0,0,3035.4602,3035.4602,711.6625,0,0,0,capacity_0.5
120,19:50,20:00,1.3482,4268.6702,0,3984.6888,0,283.9814,0,3035.4602,2982.8711,664.1148,0,47.33023333,0,capacity_0.5
121,20:00,20:10,1.3513,4282.2245,0,0,0,4282.2245,0,2982.8711,2189.8665,0,0,713.7040833,0,capacity_0.5
122,20:10,20:20,1.34,4291.7049,0,4291.7049,0,0,0,2189.8665,2189.8665,715.28415,0,0,0,capacity_0.5
123,20:20,20:30,1.3489,4291.3611,0,0,0,4291.3611,0,2189.8665,1395.17,0,0,715.22685,0,capacity_0.5
124,20:30,20:40,1.3952,4293.9182,0,0,0,4293.9182,0,1395.17,600,0,0,715.6530333,0,capacity_0.5
125,20:40,20:50,1.2226,4295.2135,0,4295.2135,0,0,0,600,600,715.8689167,0,0,0,capacity_0.5
126,20:50,21:00,0.9332,4302.0307,0,4302.0307,0,0,0,600,600,717.0051167,0,0,0,capacity_0.5
127,21:00,21:10,0.9068,4320.9618,0,4320.9618,0,0,0,600,600,720.1603,0,0,0,capacity_0.5
128,21:10,21:20,0.9371,4302.3292,0,4302.3292,0,0,0,600,600,717.0548667,0,0,0,capacity_0.5
129,21:20,21:30,0.9371,4322.6758,0,4322.6758,0,0,0,600,600,720.4459667,0,0,0,capacity_0.5
130,21:30,21:40,0.9871,4428.8083,0,4428.8083,0,0,0,600,600,738.1347167,0,0,0,capacity_0.5
131,21:40,21:50,0.7764,4030.1614,0,4030.1614,0,0,0,600,600,671.6935667,0,0,0,capacity_0.5
132,21:50,22:00,0.4209,3362.7419,0,4362.7419,1000,0,0,600,750,727.12365,166.6666667,0,0,capacity_0.5
133,22:00,22:10,0.3859,3309.3934,0,8309.3934,5000,0,0,750,1500,1384.8989,833.3333333,0,0,capacity_0.5
134,22:10,22:20,0.4368,3412.9563,0,3412.9563,0,0,0,1500,1500,568.82605,0,0,0,capacity_0.5
135,22:20,22:30,0.4198,3381.9313,0,8381.9313,5000,0,0,1500,2250,1396.98855,833.3333333,0,0,capacity_0.5
136,22:30,22:40,0.4186,3386.5592,0,8386.5592,5000,0,0,2250,3000,1397.759867,833.3333333,0,0,capacity_0.5
137,22:40,22:50,0.4241,3400.4846,0,3400.4846,0,0,0,3000,3000,566.7474333,0,0,0,capacity_0.5
138,22:50,23:00,0.4237,3399.2426,0,3399.2426,0,0,0,3000,3000,566.5404333,0,0,0,capacity_0.5
139,23:00,23:10,0.4248,3406.9809,0,3406.9809,0,0,0,3000,3000,567.83015,0,0,0,capacity_0.5
140,23:10,23:20,0.424,3416.1518,0,3416.1518,0,0,0,3000,3000,569.3586333,0,0,0,capacity_0.5
141,23:20,23:30,0.422,3421.9811,0,3421.9811,0,0,0,3000,3000,570.3301833,0,0,0,capacity_0.5
142,23:30,23:40,0.424,3429.6923,0,3429.6923,0,0,0,3000,3000,571.6153833,0,0,0,capacity_0.5
143,23:40,23:50,0.4271,3439.061,0,3439.061,0,0,0,3000,3000,573.1768333,0,0,0,capacity_0.5
144,23:50,24:00,0.4276,3444.7259,0,3444.7259,0,0,0,3000,3000,574.1209833,0,0,0,capacity_0.5
1,00:00,00:10,0.4248,3439.8466,0,8439.8466,5000,0,0,4500,5250,1406.6411,833.3333333,0,0,capacity_0.75
2,00:10,00:20,0.4245,3437.9792,0,8437.9792,5000,0,0,5250,6000,1406.329867,833.3333333,0,0,capacity_0.75
3,00:20,00:30,0.4269,3444.3031,0,8444.3031,5000,0,0,6000,6750,1407.38385,833.3333333,0,0,capacity_0.75
4,00:30,00:40,0.4272,3454.4437,0,3454.4437,0,0,0,6750,6750,575.7406167,0,0,0,capacity_0.75
5,00:40,00:50,0.4271,3458.8273,0,7458.8273,4000,0,0,6750,7350,1243.137883,666.6666667,0,0,capacity_0.75
6,00:50,01:00,0.4285,3459.8401,0,3459.8401,0,0,0,7350,7350,576.6400167,0,0,0,capacity_0.75
7,01:00,01:10,0.4311,3467.1582,0,3467.1582,0,0,0,7350,7350,577.8597,0,0,0,capacity_0.75
8,01:10,01:20,0.4302,3467.9632,0,3467.9632,0,0,0,7350,7350,577.9938667,0,0,0,capacity_0.75
9,01:20,01:30,0.4279,3466.9683,0,3466.9683,0,0,0,7350,7350,577.82805,0,0,0,capacity_0.75
10,01:30,01:40,0.4312,3482.4927,0,3482.4927,0,0,0,7350,7350,580.41545,0,0,0,capacity_0.75
11,01:40,01:50,0.4333,3495.0841,0,3495.0841,0,0,0,7350,7350,582.5140167,0,0,0,capacity_0.75
12,01:50,02:00,0.4311,3498.4443,0,3498.4443,0,0,0,7350,7350,583.07405,0,0,0,capacity_0.75
13,02:00,02:10,0.4293,3505.2295,0,3505.2295,0,0,0,7350,7350,584.2049167,0,0,0,capacity_0.75
14,02:10,02:20,0.4324,3512.6387,0,3512.6387,0,0,0,7350,7350,585.4397833,0,0,0,capacity_0.75
15,02:20,02:30,0.4367,3516.8685,0,3516.8685,0,0,0,7350,7350,586.14475,0,0,0,capacity_0.75
16,02:30,02:40,0.4348,3517.9246,0,3517.9246,0,0,0,7350,7350,586.3207667,0,0,0,capacity_0.75
17,02:40,02:50,0.4335,3518.5518,0,3518.5518,0,0,0,7350,7350,586.4253,0,0,0,capacity_0.75
18,02:50,03:00,0.4357,3521.0976,0,3521.0976,0,0,0,7350,7350,586.8496,0,0,0,capacity_0.75
19,03:00,03:10,0.4374,3526.9261,0,3526.9261,0,0,0,7350,7350,587.8210167,0,0,0,capacity_0.75
20,03:10,03:20,0.4371,3537.2854,0,3537.2854,0,0,0,7350,7350,589.5475667,0,0,0,capacity_0.75
21,03:20,03:30,0.4356,3544.8808,0,3544.8808,0,0,0,7350,7350,590.8134667,0,0,0,capacity_0.75
22,03:30,03:40,0.4353,3541.2787,0,3541.2787,0,0,0,7350,7350,590.2131167,0,0,0,capacity_0.75
23,03:40,03:50,0.436,3546.3976,0,3546.3976,0,0,0,7350,7350,591.0662667,0,0,0,capacity_0.75
24,03:50,04:00,0.4378,3560.207,0,3560.207,0,0,0,7350,7350,593.3678333,0,0,0,capacity_0.75
25,04:00,04:10,0.4401,3561.9581,0,3561.9581,0,0,0,7350,7350,593.6596833,0,0,0,capacity_0.75
26,04:10,04:20,0.4389,3556.7183,0,3556.7183,0,0,0,7350,7350,592.7863833,0,0,0,capacity_0.75
27,04:20,04:30,0.4364,3560.0272,0,3560.0272,0,0,0,7350,7350,593.3378667,0,0,0,capacity_0.75
28,04:30,04:40,0.4393,3580.654,0.5994,3580.0546,0,0,0,7350,7350,596.6757667,0,0,0,capacity_0.75
29,04:40,04:50,0.4422,3586.916,0.2345,3586.6815,0,0,0,7350,7350,597.78025,0,0,0,capacity_0.75
30,04:50,05:00,0.4395,3571.2635,0.2885,3570.975,0,0,0,7350,7350,595.1625,0,0,0,capacity_0.75
31,05:00,05:10,0.4333,3562.3171,18.6781,3543.639,0,0,0,7350,7350,590.6065,0,0,0,capacity_0.75
32,05:10,05:20,0.4439,3591.3809,54.4698,3536.9111,0,0,0,7350,7350,589.4851833,0,0,0,capacity_0.75
33,05:20,05:30,0.4301,3579.7045,108.9718,3470.7327,0,0,0,7350,7350,578.45545,0,0,0,capacity_0.75
34,05:30,05:40,0.3713,3486.119,184.1603,8301.9587,5000,0,0,7350,8100,1383.659783,833.3333333,0,0,capacity_0.75
35,05:40,05:50,0.5708,3823.8994,277.0582,3546.8412,0,0,0,8100,8100,591.1402,0,0,0,capacity_0.75
36,05:50,06:00,0.9099,4398.0727,388.5494,0,0,4009.5233,0,8100,7357.4957,0,0,668.2538833,0,capacity_0.75
37,06:00,06:10,0.9368,4454.0123,521.2803,0,0,3932.732,0,7357.4957,6629.212,0,0,655.4553333,0,capacity_0.75
38,06:10,06:20,0.8758,4371.7919,672.7677,0,0,3699.0242,0,6629.212,5944.2075,0,0,616.5040333,0,capacity_0.75
39,06:20,06:30,0.8759,4392.953,844.2261,0,0,3548.7269,0,5944.2075,5287.0359,0,0,591.4544833,0,capacity_0.75
40,06:30,06:40,0.8601,4384.5956,1039.6744,0,0,3344.9212,0,5287.0359,4667.606,0,0,557.4868667,0,capacity_0.75
41,06:40,06:50,0.8442,4434.7757,1259.3375,0,0,3175.4382,0,4667.606,4079.5619,0,0,529.2397,0,capacity_0.75
42,06:50,07:00,0.8334,4523.4561,1508.6318,497.8054,0,2517.0189,0,4079.5619,3613.4473,82.96756667,0,419.50315,0,capacity_0.75
43,07:00,07:10,0.8092,4524.0721,1791.4107,2732.6614,0,0,0,3613.4473,3613.4473,455.4435667,0,0,0,capacity_0.75
44,07:10,07:20,0.7972,4545.8867,2085.4865,2460.4002,0,0,0,3613.4473,3613.4473,410.0667,0,0,0,capacity_0.75
45,07:20,07:30,0.7644,4523.2418,2381.2611,2141.9807,0,0,0,3613.4473,3613.4473,356.9967833,0,0,0,capacity_0.75
46,07:30,07:40,0.6899,4383.3566,2683.1752,1700.1814,0,0,0,3613.4473,3613.4473,283.3635667,0,0,0,capacity_0.75
47,07:40,07:50,0.86,4910.4599,2986.3552,0,0,1924.1047,0,3613.4473,3257.1316,0,0,320.6841167,0,capacity_0.75
48,07:50,08:00,1.1617,5799.7327,3289.204,0,0,2510.5287,0,3257.1316,2792.2189,0,0,418.42145,0,capacity_0.75
49,08:00,08:10,1.1683,5884.826,3593.3613,0,0,2291.4647,0,2792.2189,2367.8736,0,0,381.9107833,0,capacity_0.75
50,08:10,08:20,1.0956,5748.0713,3890.7332,0,0,1857.3381,0,2367.8736,2023.9221,0,0,309.55635,0,capacity_0.75
51,08:20,08:30,1.0849,5769.0581,4181.3417,0,0,1587.7164,0,2023.9221,1729.9005,0,0,264.6194,0,capacity_0.75
52,08:30,08:40,1.061,5754.2105,4471.7657,0,0,1282.4448,0,1729.9005,1492.4107,0,0,213.7408,0,capacity_0.75
53,08:40,08:50,1.043,5824.1807,4752.8272,0,0,1071.3535,0,1492.4107,1294.0119,0,0,178.5589167,0,capacity_0.75
54,08:50,09:00,1.036,5954.2601,5021.9074,0,0,932.3527,0,1294.0119,1121.354,0,0,155.3921167,0,capacity_0.75
55,09:00,09:10,1.0147,5958.9696,5285.4126,0,0,673.557,0,1121.354,996.62124,0,0,112.2595,0,capacity_0.75
56,09:10,09:20,0.9922,5929.5554,5543.1742,0,0,386.3812,0,996.62124,925.06917,0,0,64.39686667,0,capacity_0.75
57,09:20,09:30,0.97,5923.7828,5788.4093,0,0,135.3735,0,925.06917,900,0,0,22.56225,0,capacity_0.75
58,09:30,09:40,0.9422,5907.586,6012.1304,0,104.5444,0,0,900,915.68166,0,17.42406667,0,0,capacity_0.75
59,09:40,09:50,0.9569,5899.1262,6216.1528,0,317.0266,0,0,915.68166,963.23565,0,52.83776667,0,0,capacity_0.75
60,09:50,10:00,0.9977,5902.2196,6409.5941,0,507.3745,0,0,963.23565,1039.3418,0,84.56241667,0,0,capacity_0.75
61,10:00,10:10,0.9919,5897.4793,6599.3808,0,701.9015,0,0,1039.3418,1144.627,0,116.9835833,0,0,capacity_0.75
62,10:10,10:20,0.9588,5886.7568,6766.7204,0,879.9636,0,0,1144.627,1276.6216,0,146.6606,0,0,capacity_0.75
63,10:20,10:30,0.9549,5873.4708,6914.5923,0,1041.1215,0,0,1276.6216,1432.7898,0,173.52025,0,0,capacity_0.75
64,10:30,10:40,0.9839,5858.0308,7064.2053,0,1206.1745,0,0,1432.7898,1613.716,0,201.0290833,0,0,capacity_0.75
65,10:40,10:50,0.799,5844.9948,7197.4315,0,1352.4367,0,0,1613.716,1816.5815,0,225.4061167,0,0,capacity_0.75
66,10:50,11:00,0.5025,5839.0587,7303.1142,0,1464.0555,0,0,1816.5815,2036.1898,0,244.00925,0,0,capacity_0.75
67,11:00,11:10,0.4662,5838.7103,7387.6848,0,1548.9745,0,0,2036.1898,2268.536,0,258.1624167,0,0,capacity_0.75
68,11:10,11:20,0.5007,5823.4378,7459.227,0,1635.7892,0,0,2268.536,2513.9044,0,272.6315333,0,0,capacity_0.75
69,11:20,11:30,0.4827,5814.7932,7520.7191,0,1705.9259,0,0,2513.9044,2769.7933,0,284.3209833,0,0,capacity_0.75
70,11:30,11:40,0.4785,5832.3951,7568.2039,0,1735.8088,0,0,2769.7933,3030.1646,0,289.3014667,0,0,capacity_0.75
71,11:40,11:50,0.4662,5712.901,7592.1539,0,1879.2529,0,0,3030.1646,3312.0525,0,313.2088167,0,0,capacity_0.75
72,11:50,12:00,0.4432,5519.4607,7601.0433,2918.4174,5000,0,0,3312.0525,4062.0525,486.4029,833.3333333,0,0,capacity_0.75
73,12:00,12:10,0.4411,5494.7907,7612.316,2882.4747,5000,0,0,4062.0525,4812.0525,480.41245,833.3333333,0,0,capacity_0.75
74,12:10,12:20,0.4551,5514.4524,7602.6524,0,2088.2,0,0,4812.0525,5125.2825,0,348.0333333,0,0,capacity_0.75
75,12:20,12:30,0.4463,5485.829,7554.1872,1721.7057,3790.0639,0,0,5125.2825,5693.7921,286.95095,631.6773167,0,0,capacity_0.75
76,12:30,12:40,0.4113,5462.3628,7472.7384,2989.6244,5000,0,0,5693.7921,6443.7921,498.2707333,833.3333333,0,0,capacity_0.75
77,12:40,12:50,0.5682,5566.1066,7393.4172,0,1827.3106,0,0,6443.7921,6717.8887,0,304.5517667,0,0,capacity_0.75
78,12:50,13:00,0.8279,5725.7548,7312.7979,0,1587.0431,0,0,6717.8887,6955.9452,0,264.5071833,0,0,capacity_0.75
79,13:00,13:10,0.8636,5739.4957,7194.541,0,1455.0453,0,0,6955.9452,7174.2019,0,242.50755,0,0,capacity_0.75
80,13:10,13:20,0.8416,5714.6836,7053.1371,0,1338.4535,0,0,7174.2019,7374.97,0,223.0755833,0,0,capacity_0.75
81,13:20,13:30,0.8618,5717.8505,6910.4064,0,1192.5559,0,0,7374.97,7553.8534,0,198.7593167,0,0,capacity_0.75
82,13:30,13:40,0.8623,5708.2486,6772.4075,0,1064.1589,0,0,7553.8534,7713.4772,0,177.3598167,0,0,capacity_0.75
83,13:40,13:50,0.9026,5696.9182,6607.36,0,910.4418,0,0,7713.4772,7850.0435,0,151.7403,0,0,capacity_0.75
84,13:50,14:00,0.9754,5692.2983,6412.5085,0,720.2102,0,0,7850.0435,7958.075,0,120.0350333,0,0,capacity_0.75
85,14:00,14:10,1.0002,5687.1291,6214.0158,0,526.8867,0,0,7958.075,8037.108,0,87.81445,0,0,capacity_0.75
86,14:10,14:20,0.9978,5678.962,6000.7112,0,321.7492,0,0,8037.108,8085.3704,0,53.62486667,0,0,capacity_0.75
87,14:20,14:30,1.0271,5669.4508,5766.9816,0,97.5308,0,0,8085.3704,8100,0,16.25513333,0,0,capacity_0.75
88,14:30,14:40,1.0906,5664.1948,5521.5066,0,0,142.6882,0,8100,8073.5763,0,0,23.78136667,0,capacity_0.75
89,14:40,14:50,0.9376,5672.7011,5268.781,0,0,403.9201,0,8073.5763,7998.7762,0,0,67.32001667,0,capacity_0.75
90,14:50,15:00,0.6694,5682.2544,5009.7152,672.5392,0,0,0,7998.7762,7998.7762,112.0898667,0,0,0,capacity_0.75
91,15:00,15:10,0.66,5669.0195,4743.4484,1600.3962,674.82506,0,0,7998.7762,8100,266.7327,112.4708433,0,0,capacity_0.75
92,15:10,15:20,0.7217,5656.3651,4471.224,1185.1411,0,0,0,8100,8100,197.5235167,0,0,0,capacity_0.75
93,15:20,15:30,0.7308,5657.0867,4188.2025,1468.8842,0,0,0,8100,8100,244.8140333,0,0,0,capacity_0.75
94,15:30,15:40,0.7534,5662.6008,3889.3931,1773.2077,0,0,0,8100,8100,295.5346167,0,0,0,capacity_0.75
95,15:40,15:50,0.7823,5669.2596,3594.5946,2074.665,0,0,0,8100,8100,345.7775,0,0,0,capacity_0.75
96,15:50,16:00,0.8055,5673.4767,3303.8878,2369.5889,0,0,0,8100,8100,394.9314833,0,0,0,capacity_0.75
97,16:00,16:10,0.8271,5671.0146,2998.4247,2672.5899,0,0,0,8100,8100,445.43165,0,0,0,capacity_0.75
98,16:10,16:20,0.8519,5661.5926,2687.4131,2974.1795,0,0,0,8100,8100,495.6965833,0,0,0,capacity_0.75
99,16:20,16:30,0.8791,5665.8922,2383.1779,3282.7143,0,0,0,8100,8100,547.11905,0,0,0,capacity_0.75
100,16:30,16:40,0.9024,5689.0372,2089.1246,3599.9126,0,0,0,8100,8100,599.9854333,0,0,0,capacity_0.75
101,16:40,16:50,0.9163,5603.6614,1791.0829,3812.5785,0,0,0,8100,8100,635.42975,0,0,0,capacity_0.75
102,16:50,17:00,0.9264,5466.7124,1501.7283,3964.9841,0,0,0,8100,8100,660.8306833,0,0,0,capacity_0.75
